titulo,Ano lançamento,Descrição,Nota,Diretor,Votos,Genero
480,Vingadores: Ultimato,2019,"
After the devastating events of Vingadores: Guerra Infinita (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",8.4,"Anthony Russo, Joe Russo ","1,137,018","
Action, Adventure, Drama            "
481,A Origem,2010,"
A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",8.8,Christopher Nolan ,"2,359,938","
Action, Adventure, Sci-Fi            "
482,Taaza Khabar,2023,"
A Sanitation worker, how he stumbles upon magical powers which leads to a riveting new ride for the man, and how it stirs his humble life.",8.4,,"38,767","
Action, Comedy, Drama            "
483,O Senhor dos Anéis: A Sociedade do Anel,2001,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.",8.8,Peter Jackson ,"1,881,004","
Action, Adventure, Drama            "
484,John Wick: Chapter 4,2023,"
John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",,Chad Stahelski ,,"
Action, Crime, Thriller            "
485,Magnatas do Crime,2019,"
An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",7.8,Guy Ritchie ,"344,458","
Action, Comedy, Crime            "
486,Blade Runner 2049,2017,"
Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",8.0,Denis Villeneuve ,"580,302","
Action, Drama, Mystery            "
487,Fast X,2023,"
Plot unknown.",,Louis Leterrier ,,"
Action, Crime, Mystery            "
488,Gladiador,2000,"
A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.",8.5,Ridley Scott ,"1,505,622","
Action, Adventure, Drama            "
489,Jornada nas Estrelas: A Nova Geração,1987,"
Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.",8.7,,"122,488","
Action, Adventure, Sci-Fi            "
490,Jurassic Park,1993,"
A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.",8.2,Steven Spielberg ,"993,057","
Action, Adventure, Sci-Fi            "
491,SEAL Team: Soldados de Elite,2017,"
The lives of the elite Navy SEALs as they train, plan, and execute the most dangerous, high-stakes missions the United States of America can ask.",7.7,,"27,383","
Action, Drama, War            "
492,Buffy: A Caça-Vampiros,1997,"
A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.",8.3,,"148,877","
Action, Drama, Fantasy            "
493,The Old Man,2022,"
A retired CIA agent is hunted by both the agency he once worked for and his own nightmares, when an unknown man suddenly visits him after nearly three decades.",7.6,,"39,322","
Action, Drama, Thriller            "
494,Cobra Kai,2018,"
Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.",8.5,,"187,325","
Action, Comedy, Drama            "
495,A Lista Terminal,2022,"
A former Navy SEAL officer investigates why his entire platoon was ambushed during a high-stakes covert mission.",7.9,,"91,920","
Action, Drama, Thriller            "
496,Os Caçadores da Arca Perdida,1981,"
Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.",8.4,Steven Spielberg ,"970,381","
Action, Adventure            "
497,Star Trek: Strange New Worlds,2022,"
A prequel to Star Trek: The Original Series, the show will follow the crew of the USS Enterprise under Captain Christopher Pike.",8.2,,"32,186","
Action, Adventure, Sci-Fi            "
498,Banshee,2013,"
An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business.",8.4,,"106,583","
Action, Crime, Drama            "
499,Scott Pilgrim Contra o Mundo,2010,"
In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",7.5,Edgar Wright ,"430,712","
Action, Comedy, Fantasy            "
500,O Pálido Olho Azul,2022,"
A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets' code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar Allan Poe.",6.7,Scott Cooper ,"52,879","
Crime, Horror, Mystery            "
501,O Menu,2022,"
A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",7.3,Mark Mylod ,"145,294","
Comedy, Horror, Thriller            "
502,M3gan,2022,"
A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.",6.7,Gerard Johnstone ,"18,168","
Horror, Sci-Fi, Thriller            "
503,Caleidoscópio,2023,"
Centered around the largest heist ever attempted, the vengeance and betrayals that surround it.",6.8,,"21,614","
Action, Crime, Drama            "
504,Glass Onion: Um Mistério Knives Out,2022,"
Famed Southern detective Benoit Blanc travels to Greece for his latest case.",7.2,Rian Johnson ,"278,066","
Comedy, Crime, Drama            "
505,The Last of Us,2023,"
Joel and Ellie, a pair connected through the harshness of the world they live in, are forced to endure brutal circumstances and ruthless killers on a trek across post-pandemic America.",9.4,,"47,721","
Action, Adventure, Drama            "
506,Mistério no Mar,2022,"
A group of workers on a remote Scottish oil rig are due to return to the mainland when a mysterious fog enshrouds them and supernatural forces take hold.",5.9,,"6,097","
Drama, Mystery, Thriller            "
507,The Walking Dead,2010,"
Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.",8.1,,"998,793","
Drama, Horror, Thriller            "
508,Jack Ryan,2018,"
Up-and-coming CIA analyst, Jack Ryan, is thrust into dangerous field assignments.",8.0,,"137,859","
Action, Drama, Thriller            "
509,Homem-Formiga e a Vespa: Quantumania,2023,"
Scott Lang and Hope Van Dyne, along with Hank Pym and Janet Van Dyne, explore the Quantum Realm, where they interact with strange creatures and embark on an adventure that goes beyond the limits of what they thought was possible.",,Peyton Reed ,,"
Action, Adventure, Comedy            "
510,Entre Facas e Segredos,2019,"
A detective investigates the death of the patriarch of an eccentric, combative family.",7.9,Rian Johnson ,"684,436","
Comedy, Crime, Drama            "
511,Alice in Borderland,2020,"
A group of bored delinquents are transported to a parallel dimension as part of a survival game.",7.7,,"70,199","
Action, Drama, Mystery            "
512,Servant,2019,"
A Philadelphia couple is in mourning after an unspeakable tragedy creates a rift in their marriage and opens the door for a mysterious force to enter their home.",7.5,,"36,709","
Drama, Horror, Mystery            "
513,Trem-Bala,2022,"
Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.",7.3,David Leitch ,"265,138","
Action, Comedy, Thriller            "
514,Happy Valley,2014,"
Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.",8.5,,"43,145","
Crime, Drama, Thriller            "
515,Recruta,2022,"
Follows a lawyer at the CIA who gets entangled in dangerous international power politics when a former asset threatens to expose the nature of her long-term relationship with the agency.",7.5,,"24,393","
Action, Adventure, Crime            "
516,Breaking Bad,2008,"
A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.",9.5,,"1,898,537","
Crime, Drama, Thriller            "
517,Mentes Criminosas,2005,"
A group of criminal profilers who work for the FBI as members of its Behavioral Analysis Unit (BAU) using behavioral analysis and profiling to help investigate crimes and find the suspect known as the unsub.",8.1,,"201,090","
Crime, Drama, Mystery            "
518,X - A Marca da Morte,(202,"
In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",6.6,Ti West ,"104,951","
Horror, Mystery, Thriller            "
519,Andor,2022,"
Prequel series to Star Wars' 'Rogue One'. In an era filled with danger, deception and intrigue, Cassian will embark on the path that is destined to turn him into a Rebel hero.",8.4,,"110,214","
Action, Adventure, Drama            "
520,Esquema de Risco - Operação Fortune,2023,"
Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.",6.7,Guy Ritchie ,"6,290","
Action, Comedy, Thriller            "
521,Você,2018,"
A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",7.7,,"246,458","
Crime, Drama, Romance            "
522,Amsterdam,2022,"
In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.",6.1,David O. Russell ,"56,167","
Comedy, Drama, History            "
